,title,category,,
1311,LeetCodeDataset: A Temporal Dataset for Robust Evaluation and Efficient Training of Code LLMs,neither,,
1312,The Sparse Frontier: Sparse Attention Trade-offs in Transformer LLMs,neither,,
1313,Sparks of Tabular Reasoning via Text2SQL Reinforcement Learning,reasoning_improvement,,
1314,VLM-based Prompts as the Optimal Assistant for Unpaired Histopathology Virtual Staining,neither,,
1315,Stop Summation: Min-Form Credit Assignment Is All Process Reward Model Needs for Reasoning,reasoning_improvement,,
1316,LR-IAD:Mask-Free Industrial Anomaly Detection with Logical Reasoning,reasoning_improvement,,
1317,Policy Optimization Algorithms in a Unified Framework,neither,,
1318,SCI-Reason: A Dataset with Chain-of-Thought Rationales for Complex Multimodal Reasoning in Academic Areas,reasoning_improvement,,
1319,d1: Scaling Reasoning in Diffusion Large Language Models via Reinforcement Learning,reasoning_improvement,,
1320,aiXamine: Simplified LLM Safety and Security,neither,,
1321,POLYRAG: Integrating Polyviews into Retrieval-Augmented Generation for Medical Applications,neither,,
1322,Trans-Zero: Self-Play Incentivizes Large Language Models for Multilingual Translation Without Parallel Data,reasoning_improvement,,
1323,CipherBank: Exploring the Boundary of LLM Reasoning Capabilities through Cryptography Challenges,reasoning_improvement,,
1324,Token-Efficient Prompt Injection Attack: Provoking Cessation in LLM Reasoning via Adaptive Token Compression,chain_of_thought_reduction,,
1325,ReCIT: Reconstructing Full Private Data from Gradient in Parameter-Efficient Fine-Tuning of Large Language Models,neither,,
1326,RoboAct-CLIP: Video-Driven Pre-training of Atomic Action Understanding for Robotics,neither,,
1327,Evaluating Compact LLMs for Zero-Shot Iberian Language Tasks on End-User Devices,neither,,
1328,Do Larger Language Models Imply Better Reasoning? A Pretraining Scaling Law for Reasoning,reasoning_improvement,,
1329,Concise Reasoning via Reinforcement Learning,chain_of_thought_reduction,,
1330,SkillFlow: Efficient Skill and Code Transfer Through Communication in Adapting AI Agents,neither,,
1331,DeepSeek vs. o3-mini: How Well can Reasoning LLMs Evaluate MT and Summarization?,reasoning_improvement,,
1332,Can Large Language Models Become Policy Refinement Partners? Evidence from China's Social Security Studies,neither,,
1333,ReTool: Reinforcement Learning for Strategic Tool Use in LLMs,reasoning_improvement,,
1334,REAL: Benchmarking Autonomous Agents on Deterministic Simulations of Real Websites,neither,,
1335,Does Reinforcement Learning Really Incentivize Reasoning Capacity in LLMs Beyond the Base Model?,reasoning_improvement,,
1336,Learning to Attribute with Attention,reasoning_improvement,,
1337,LogicTree: Structured Proof Exploration for Coherent and Rigorous Logical Reasoning with Large Language Models,reasoning_improvement,,
1338,SPC: Evolving Self-Play Critic via Adversarial Games for LLM Reasoning,reasoning_improvement,,
1339,Param$Δ$ for Direct Weight Mixing: Post-Train Large Language Model at Zero Cost,neither,,
1340,Compass-V2 Technical Report,neither,,
1341,"Maria, Sophia",neither,,
1342,AIMO-2 Winning Solution: Building State-of-the-Art Mathematical Reasoning Models with OpenMathReasoning dataset,reasoning_improvement,,
1343,Neural Theorem Proving: Generating and Structuring Proofs for Formal Verification,reasoning_improvement,,
1344,BRIDGE: Benchmarking Large Language Models for Understanding Real-world Clinical Practice Text,neither,,
1345,Self-Steering Language Models,neither,,
1346,AI-Slop to AI-Polish? Aligning Language Models through Edit-Based Writing Rewards and Test-time Computation,reasoning_improvement,,
1347,A Sober Look at Progress in Language Model Reasoning: Pitfalls and Paths to Reproducibility,reasoning_improvement,,
1348,REWARD CONSISTENCY: Improving Multi-Objective Alignment from a Data-Centric Perspective,reasoning_improvement,,
1349,"The Bitter Lesson Learned from 2,000+ Multilingual Benchmarks",neither,,
1350,SciSciGPT: Advancing Human-AI Collaboration in the Science of Science,neither,,
1351,MGS: Markov Greedy Sums for Accurate Low-Bitwidth Floating-Point Accumulation,neither,,
1352,Cost-of-Pass: An Economic Framework for Evaluating Language Models,neither,,
1353,Improving Generalization in Intent Detection: GRPO with Reward-Based Curriculum Sampling,reasoning_improvement,,
1354,Balancing Engagement and Polarization: Multi-Objective Alignment of News Content Using LLMs,neither,,
1355,Neural Approaches to SAT Solving: Design Choices and Interpretability,neither,,
1356,"Do ""New Snow Tablets"" Contain Snow? Large Language Models Over-Rely on Names to Identify Ingredients of Chinese Drugs",reasoning_improvement,,
1357,Algorithm Discovery With LLMs: Evolutionary Search Meets Reinforcement Learning,neither,,
1358,Revealing the Intrinsic Ethical Vulnerability of Aligned Large Language Models,neither,,
1359,Kimi-VL Technical Report,neither,,
1360,MARFT: Multi-Agent Reinforcement Fine-Tuning,neither,,
1361,Wireless Large AI Model: Shaping the AI-Native Future of 6G and Beyond,neither,,
1362,Learning to Reason under Off-Policy Guidance,reasoning_improvement,,
1363,Efficient Single-Pass Training for Multi-Turn Reasoning,reasoning_improvement,,
1364,MAGI: Multi-Agent Guided Interview for Psychiatric Assessment,neither,,
1365,Comparing Uncertainty Measurement and Mitigation Methods for Large Language Models: A Systematic Review,neither,,
1366,LEAM: A Prompt-only Large Language Model-enabled Antenna Modeling Method,neither,,
1367,AutoJudge: Judge Decoding Without Manual Annotation,neither,,
1368,LLMs Do Not Have Human-Like Working Memory,neither,,
1369,MegaMath: Pushing the Limits of Open Math Corpora,neither,,
1370,Steering Prosocial AI Agents: Computational Basis of LLM's Decision Making in Social Simulation,neither,,
1371,a1: Steep Test-time Scaling Law via Environment Augmented Generation,neither,,
1372,Text-to-Decision Agent: Offline Meta-Reinforcement Learning from Natural Language Supervision,reasoning_improvement,,
1373,Taming the Titans: A Survey of Efficient LLM Inference Serving,neither,,
1374,TreeHop: Generate and Filter Next Query Embeddings Efficiently for Multi-hop Question Answering,reasoning_improvement,,
1375,AutoP2C: An LLM-Based Agent Framework for Code Repository Generation from Multimodal Content in Academic Papers,neither,,
1376,DeepSeek-Prover-V2: Advancing Formal Mathematical Reasoning via Reinforcement Learning for Subgoal Decomposition,reasoning_improvement,,
1377,From Aesthetics to Human Preferences: Comparative Perspectives of Evaluating Text-to-Music Systems,neither,,
1378,AD-GPT: Large Language Models in Alzheimer's Disease,neither,,
1379,DeepResearcher: Scaling Deep Research via Reinforcement Learning in Real-world Environments,neither,,
1380,Generative Evaluation of Complex Reasoning in Large Language Models,reasoning_improvement,,
1381,How Deep Do Large Language Models Internalize Scientific Literature and Citation Practices?,neither,,
1382,Do Two AI Scientists Agree?,neither,,
1383,Beyond Accuracy: The Role of Calibration in Self-Improving Large Language Models,reasoning_improvement,,
1384,Noiser: Bounded Input Perturbations for Attributing Large Language Models,neither,,
1385,"Wang, Kangyu",neither,,
1386,Towards Understanding Camera Motions in Any Video,neither,,
1387,Adaptra: Straggler-Resilient Hybrid-Parallel Training with Pipeline Adaptation,neither,,
1388,BrowseComp-ZH: Benchmarking Web Browsing Ability of Large Language Models in Chinese,neither,,
1389,YourBench: Easy Custom Evaluation Sets for Everyone,neither,,
1390,LongPerceptualThoughts: Distilling System-2 Reasoning for System-1 Perception,reasoning_improvement,,
1391,KeyDiff: Key Similarity-Based KV Cache Eviction for Long-Context LLM Inference in Resource-Constrained Environments,neither,,
1392,Collaborative Learning of On-Device Small Model and Cloud-Based Large Model: Advances and Future Directions,neither,,
1393,High-Throughput LLM inference on Heterogeneous Clusters,neither,,
1394,Can Machine Learning Agents Deal with Hard Choices?,reasoning_improvement,,
1395,A thorough benchmark of automatic text classification: From traditional approaches to large language models,neither,,
1396,Critical Thinking: Which Kinds of Complexity Govern Optimal Reasoning Length?,reasoning_improvement,,
1397,OpenCodeReasoning: Advancing Data Distillation for Competitive Coding,reasoning_improvement,,
1398,Right Question is Already Half the Answer: Fully Unsupervised LLM Reasoning Incentivization,reasoning_improvement,,
1399,Leanabell-Prover: Posttraining Scaling in Formal Reasoning,reasoning_improvement,,
1400,VAPO: Efficient and Reliable Reinforcement Learning for Advanced Reasoning Tasks,reasoning_improvement,,
1401,The Curse of CoT: On the Limitations of Chain-of-Thought in In-Context Learning,chain_of_thought_reduction,,
1402,Assessing Judging Bias in Large Reasoning Models: An Empirical Study,neither,,
1403,How to Detect and Defeat Molecular Mirage: A Metric-Driven Benchmark for Hallucination in LLM-based Molecular Comprehension,neither,,
1404,Antidistillation Sampling,neither,,
1405,SortBench: Benchmarking LLMs based on their ability to sort lists,neither,,
1406,"Herbold, Steffen",neither,,
1407,MIEB: Massive Image Embedding Benchmark,neither,,
1408,Weight Ensembling Improves Reasoning in Language Models,reasoning_improvement,,
1409,EMAFusion: A Self-Optimizing System for Seamless LLM Selection and Integration,neither,,
1410,How Instruction and Reasoning Data shape Post-Training: Data Quality through the Lens of Layer-wise Gradients,reasoning_improvement,,
1411,Improving RL Exploration for LLM Reasoning through Retrospective Replay,reasoning_improvement,,
1412,Do You Really Need Public Data? Surrogate Public Data for Differential Privacy on Tabular Data,neither,,
1413,DRC: Enhancing Personalized Image Generation via Disentangled Representation Composition,neither,,
1414,A Novel Approach To Implementing Knowledge Distillation In Tsetlin Machines,neither,,
1415,"Kinateder, Calvin",neither,,
1416,LayoutCoT: Unleashing the Deep Reasoning Potential of Large Language Models for Layout Generation,reasoning_improvement,,
1417,Improving In-Context Learning with Reasoning Distillation,reasoning_improvement,,
1418,ReZero: Enhancing LLM search ability by trying one-more-time,reasoning_improvement,,
1419,A comprehensive review of remote sensing in wetland classification and mapping,neither,,
1420,MMC: Iterative Refinement of VLM Reasoning via MCTS-based Multimodal Critique,reasoning_improvement,,
1421,Thought Manipulation: External Thought Can Be Efficient for Large Reasoning Models,reasoning_improvement,,
1422,ImPart: Importance-Aware Delta-Sparsification for Improved Model Compression and Merging in LLMs,neither,,
1423,From Reflection to Perfection: Scaling Inference-Time Optimization for Text-to-Image Diffusion Models via Reflection Tuning,neither,,
1424,TTRL: Test-Time Reinforcement Learning,neither,,
1425,DMind Benchmark: Toward a Holistic Assessment of LLM Capabilities across the Web3 Domain,reasoning_improvement,,
1426,Team ACK at SemEval-2025 Task 2: Beyond Word-for-Word Machine Translation for English-Korean Pairs,neither,,
1427,Reinforced MLLM: A Survey on RL-Based Reasoning in Multimodal Large Language Models,reasoning_improvement,,
1428,Applications of natural language processing and large language models in materials discovery,neither,,
1429,What's Behind PPO's Collapse in Long-CoT? Value Optimization Holds the Secret,reasoning_improvement,,
1430,"Pensez: Less Data, Better Reasoning -- Rethinking French LLM",reasoning_improvement,,
1431,"Hoang Ha, Huy",neither,,
1432,Reasoning with LLMs for Zero-Shot Vulnerability Detection,reasoning_improvement,,
1433,Trade-offs in Large Reasoning Models: An Empirical Analysis of Deliberative and Adaptive Reasoning over Foundational Capabilities,both,,
1434,Language Model Uncertainty Quantification with Attention Chain,reasoning_improvement,,
1435,Reinforcement Learning Outperforms Supervised Fine-Tuning: A Case Study on Audio Question Answering,neither,,
1436,Exploring the Necessity of Reasoning in LLM-based Agent Scenarios,reasoning_improvement,,
1437,Reasoning-Grounded Natural Language Explanations for Language Models,reasoning_improvement,,
1438,xLSTM 7B: A Recurrent LLM for Fast and Efficient Inference,chain_of_thought_reduction,,
1439,MentalChat16K: A Benchmark Dataset for Conversational Mental Health Assistance,neither,,
1440,Benchmarking Systematic Relational Reasoning with Large Language and Reasoning Models,reasoning_improvement,,
1441,From Panels to Prose: Generating Literary Narratives from Comics,neither,,
1442,Three tiers of computation in transformers and in brain architectures,neither,,
1443,Can Atomic Step Decomposition Enhance the Self-structured Reasoning of Multimodal Large Models?,reasoning_improvement,,
1444,TokenCarve: Information-Preserving Visual Token Compression in Multimodal Large Language Models,neither,,
1445,Evaluating Mathematical Reasoning Across Large Language Models: A Fine-Grained Approach,reasoning_improvement,,
1446,PredicateFix: Repairing Static Analysis Alerts with Bridging Predicates,neither,,
1447,Unveiling Pitfalls: Understanding Why AI-driven Code Agents Fail at GitHub Issue Resolution,neither,,
1448,Reflect-DiT: Inference-Time Scaling for Text-to-Image Diffusion Transformers via In-Context Reflection,neither,,
1449,Towards Understanding the Safety Boundaries of DeepSeek Models: Evaluation and Findings,neither,,
1450,MAS-GPT: Training LLMs to Build LLM-based Multi-Agent Systems,neither,,
1451,FlexInfer: Breaking Memory Constraint via Flexible and Efficient Offloading for On-Device LLM Inference,neither,,
1452,Effectiveness of Zero-shot-CoT in Japanese Prompts,reasoning_improvement,,
1453,Alignment for Efficient Tool Calling of Large Language Models,neither,,
1454,Learning richness modulates equality reasoning in neural networks,reasoning_improvement,,
1455,A Survey on Mathematical Reasoning and Optimization with Large Language Models,reasoning_improvement,,
1456,"Forootani, Ali",neither,,
1457,A Modular Dataset to Demonstrate LLM Abstraction Capability,reasoning_improvement,,
1458,ConSol: Sequential Probability Ratio Testing to Find Consistent LLM Reasoning Paths Efficiently,reasoning_improvement,,
1459,MoLAE: Mixture of Latent Experts for Parameter-Efficient Language Models,neither,,
1460,A Retrieval-Augmented Knowledge Mining Method with Deep Thinking LLMs for Biomedical Research and Clinical Support,reasoning_improvement,,
1461,LLM & HPC:Benchmarking DeepSeek's Performance in High-Performance Computing Tasks,neither,,
1462,Personalized Generation In Large Model Era: A Survey,neither,,
1463,IterPref: Focal Preference Learning for Code Generation via Iterative Debugging,neither,,
1464,Beyond RAG: Task-Aware KV Cache Compression for Comprehensive Knowledge Reasoning,reasoning_improvement,,
1465,Self-Evolved Preference Optimization for Enhancing Mathematical Reasoning in Small Language Models,reasoning_improvement,,
1466,MM-Eureka: Exploring the Frontiers of Multimodal Reasoning with Rule-based Reinforcement Learning,reasoning_improvement,,
1467,VMBench: A Benchmark for Perception-Aligned Video Motion Generation,neither,,
1468,Monitoring Reasoning Models for Misbehavior and the Risks of Promoting Obfuscation,neither,,
1469,PENCIL: Long Thoughts with Short Memory,chain_of_thought_reduction,,
1470,Improving Autoregressive Image Generation through Coarse-to-Fine Token Prediction,neither,,
1471,Chain of Functions: A Programmatic Pipeline for Fine-Grained Chart Reasoning Data,reasoning_improvement,,
1472,CaKE: Circuit-aware Editing Enables Generalizable Knowledge Learners,neither,,
1473,Stop Overthinking: A Survey on Efficient Reasoning for Large Language Models,chain_of_thought_reduction,,
1474,Video-T1: Test-Time Scaling for Video Generation,neither,,
1475,What Makes a Reward Model a Good Teacher? An Optimization Perspective,reasoning_improvement,,
1476,A Comprehensive Survey on Long Context Language Modeling,neither,,
1477,Opportunities and Challenges of Frontier Data Governance With Synthetic Data,neither,,
1478,Position: Interactive Generative Video as Next-Generation Game Engine,neither,,
1479,Dancing with Critiques: Enhancing LLM Reasoning with Stepwise Natural Language Self-Critique,reasoning_improvement,,
1480,Phi-4-Mini Technical Report: Compact yet Powerful Multimodal Language Models via Mixture-of-LoRAs,both,,
1481,Cats Confuse Reasoning LLM: Query Agnostic Adversarial Triggers for Reasoning Models,reasoning_improvement,,
1482,Visual-RFT: Visual Reinforcement Fine-Tuning,neither,,
1483,Large-Scale Data Selection for Instruction Tuning,neither,,
1484,A Little Depth Goes a Long Way: The Expressive Power of Log-Depth Transformers,reasoning_improvement,,
1485,Benchmarking Large Language Models on Multiple Tasks in Bioinformatics NLP with Prompting,neither,,
1486,General-Purpose Aerial Intelligent Agents Empowered by Large Language Models,neither,,
1487,SPIN-Bench: How Well Do LLMs Plan Strategically and Reason Socially?,reasoning_improvement,,
1488,RAG-RL: Advancing Retrieval-Augmented Generation via RL and Curriculum Learning,reasoning_improvement,,
1489,VenusFactory: A Unified Platform for Protein Engineering Data Retrieval and Language Model Fine-Tuning,neither,,
1490,SCI-IDEA: Context-Aware Scientific Ideation Using Token and Sentence Embeddings,neither,,
1491,Challenging the Boundaries of Reasoning: An Olympiad-Level Math Benchmark for Large Language Models,reasoning_improvement,,
1492,Output Constraints as Attack Surface: Exploiting Structured Generation to Bypass LLM Safety Mechanisms,neither,,
1493,Speculative Ad-hoc Querying,neither,,
1494,Comparative Analysis of OpenAI GPT-4o and DeepSeek R1 for Scientific Text Categorization Using Prompt Engineering,neither,,
1495,RiskAgent: Autonomous Medical AI Copilot for Generalist Risk Prediction,neither,,
1496,VisRL: Intention-Driven Visual Perception via Reinforced Reasoning,reasoning_improvement,,
1497,LMM-R1: Empowering 3B LMMs with Strong Reasoning Abilities Through Two-Stage Rule-Based RL,reasoning_improvement,,
1498,HOFAR: High-Order Augmentation of Flow Autoregressive Transformers,neither,,
1499,Self-Taught Self-Correction for Small Language Models,reasoning_improvement,,
1500,PharMolixFM: All-Atom Foundation Models for Molecular Modeling and Generation,neither,,
1501,FRASE: Structured Representations for Generalizable SPARQL Query Generation,neither,,
1502,WinoWhat: A Parallel Corpus of Paraphrased WinoGrande Sentences with Common Sense Categorization,reasoning_improvement,,
1503,Crossing the Reward Bridge: Expanding RL with Verifiable Rewards Across Diverse Domains,reasoning_improvement,,
1504,The Geometry of Concepts: Sparse Autoencoder Feature Structure,neither,,
1505,From Chaos to Order: The Atomic Reasoner Framework for Fine-grained Reasoning in Large Language Models,reasoning_improvement,,
1506,Adaptive Group Policy Optimization: Towards Stable Training and Token-Efficient Reasoning,both,,
1507,DeepPsy-Agent: A Stage-Aware and Deep-Thinking Emotional Support Agent System,neither,,
1508,LeX-Art: Rethinking Text Generation via Scalable High-Quality Data Synthesis,neither,,
1509,TS-HTFA: Advancing Time-Series Forecasting via Hierarchical Text-Free Alignment with Large Language Models,neither,,
1510,Direct Discriminative Optimization: Your Likelihood-Based Visual Generative Model is Secretly a GAN Discriminator,neither,,
1511,Scientific Reasoning: Assessment of Multimodal Generative LLMs,reasoning_improvement,,
1512,Alchemist: Towards the Design of Efficient Online Continual Learning System,neither,,
1513,All Roads Lead to Likelihood: The Value of Reinforcement Learning in Fine-Tuning,reasoning_improvement,,
1514,OmniSQL: Synthesizing High-quality Text-to-SQL Data at Scale,neither,,
1515,OmniMamba: Efficient and Unified Multimodal Understanding and Generation via State Space Models,neither,,
1516,SegAgent: Exploring Pixel Understanding Capabilities in MLLMs by Imitating Human Annotator Trajectories,reasoning_improvement,,
1517,Tensor-decomposition-based A Priori Surrogate (TAPS) modeling for ultra large-scale simulations,neither,,
1518,Med-R1: Reinforcement Learning for Generalizable Medical Reasoning in Vision-Language Models,reasoning_improvement,,
1519,Can LLMs Enable Verification in Mainstream Programming?,neither,,
1520,From Code to Courtroom: LLMs as the New Software Judges,neither,,
1521,Shakespearean Sparks: The Dance of Hallucination and Creativity in LLMs' Decoding Layers,neither,,
1522,Learning from Failures in Multi-Attempt Reinforcement Learning,reasoning_improvement,,
1523,PanguIR Technical Report for NTCIR-18 AEOLLM Task,neither,,
1524,Symbolic Mixture-of-Experts: Adaptive Skill-based Routing for Heterogeneous Reasoning,reasoning_improvement,,
1525,"Right Answer, Wrong Score: Uncovering the Inconsistencies of LLM Evaluation in Multiple-Choice Question Answering",reasoning_improvement,,
1526,Benchmarking Open-Source Large Language Models on Healthcare Text Classification Tasks,neither,,
1527,MASS: Mathematical Data Selection via Skill Graphs for Pretraining Large Language Models,neither,,
1528,TreeSynth: Synthesizing Diverse Data from Scratch via Tree-Guided Subspace Partitioning,neither,,
1529,FastCuRL: Curriculum Reinforcement Learning with Stage-wise Context Scaling for Efficient Training R1-like Reasoning Models,reasoning_improvement,,
1530,FReM: A Flexible Reasoning Mechanism for Balancing Quick and Slow Thinking in Long-Context Question Answering,both,,
1531,Do Chinese models speak Chinese languages?,neither,,
1532,Inference-Time Scaling for Complex Tasks: Where We Stand and What Lies Ahead,neither,,
1533,Dynamic Topic Analysis in Academic Journals using Convex Non-negative Matrix Factorization Method,neither,,
1534,UltraRAG: A Modular and Automated Toolkit for Adaptive Retrieval-Augmented Generation,neither,,
1535,Unlocking Generalization for Robotics via Modularity and Scale,neither,,
1536,"Dalal, Murtaza",neither,,
1537,ReAgent: Reversible Multi-Agent Reasoning for Knowledge-Enhanced Multi-Hop QA,reasoning_improvement,,
1538,A Query Optimization Method Utilizing Large Language Models,neither,,
1539,Thinking Machines: A Survey of LLM based Reasoning Strategies,reasoning_improvement,,
1540,RLCAD: Reinforcement Learning Training Gym for Revolution Involved CAD Command Sequence Generation,neither,,
1541,Verbal Process Supervision Elicits Better Coding Agents,reasoning_improvement,,
1542,Smoke and Mirrors: Jailbreaking LLM-based Code Generation via Implicit Malicious Prompts,neither,,
1543,Unlocking the Potential of Past Research: Using Generative AI to Reconstruct Healthcare Simulation Models,neither,,
1544,Semantic Integrity Constraints: Declarative Guardrails for AI-Augmented Data Processing Systems,neither,,
1545,LLM+MAP: Bimanual Robot Task Planning using Large Language Models and Planning Domain Definition Language,neither,,
1546,Deconstructing Long Chain-of-Thought: A Structured Reasoning Optimization Framework for Long CoT Distillation,chain_of_thought_reduction,,
1547,Why Stop at One Error? Benchmarking LLMs as Data Science Code Debuggers for Multi-Hop and Multi-Bug Errors,reasoning_improvement,,
1548,CoSIL: Software Issue Localization via LLM-Driven Code Repository Graph Searching,neither,,
1549,Probabilistic Uncertain Reward Model,neither,,
1550,Audio-Reasoner: Improving Reasoning Capability in Large Audio Language Models,reasoning_improvement,,
1551,ReSo: A Reward-driven Self-organizing LLM-based Multi-Agent System for Reasoning Tasks,reasoning_improvement,,
1552,PromptCoT: Synthesizing Olympiad-level Problems for Mathematical Reasoning in Large Language Models,reasoning_improvement,,
1553,"Mroueh, Youssef",neither,,
1554,DeepReview: Improving LLM-based Paper Review with Human-like Deep Thinking Process,reasoning_improvement,,
1555,Finetuning Generative Trajectory Model with Reinforcement Learning from Human Feedback,reasoning_improvement,,
1556,Can Reasoning Models Reason about Hardware? An Agentic HLS Perspective,reasoning_improvement,,
1557,$\phi$-Decoding: Adaptive Foresight Sampling for Balanced Inference-Time Exploration and Exploitation,reasoning_improvement,,
1558,Agents Play Thousands of 3D Video Games,neither,,
1559,Cosmos-Reason1: From Physical Common Sense To Embodied Reasoning,reasoning_improvement,,
1560,Quality-Driven Curation of Remote Sensing Vision-Language Data via Learned Scoring Models,neither,,
1561,I Predict Therefore I Am: Is Next Token Prediction Enough to Learn Human-Interpretable Concepts from Data?,reasoning_improvement,,
1562,V-STaR: Benchmarking Video-LLMs on Video Spatio-Temporal Reasoning,reasoning_improvement,,
1563,DARS: Dynamic Action Re-Sampling to Enhance Coding Agent Performance by Adaptive Tree Traversal,neither,,
1564,Temporal Consistency for LLM Reasoning Process Error Identification,reasoning_improvement,,
1565,CrowdSelect: Synthetic Instruction Data Selection with Multi-LLM Wisdom,neither,,
1566,Agent models: Internalizing Chain-of-Action Generation into Reasoning models,reasoning_improvement,,
1567,Unlocking General Long Chain-of-Thought Reasoning Capabilities of Large Language Models via Representation Engineering,reasoning_improvement,,
1568,A Survey on the Optimization of Large Language Model-based Agents,both,,
1569,Inferring Events from Time Series using Language Models,reasoning_improvement,,
1570,EdgeInfinite: A Memory-Efficient Infinite-Context Transformer for Edge Devices,neither,,
1571,REMAC: Self-Reflective and Self-Evolving Multi-Agent Collaboration for Long-Horizon Robot Manipulation,neither,,
1572,A Large-Scale Vision-Language Dataset Derived from Open Scientific Literature to Advance Biomedical Generalist AI,neither,,
1573,Reasoning Beyond Limits: Advances and Open Problems for LLMs,reasoning_improvement,,
1574,Cyborg Data: Merging Human with AI Generated Training Data,neither,,
1575,MathFlow: Enhancing the Perceptual Flow of MLLMs for Visual Mathematical Problems,reasoning_improvement,,
1576,ScalingNoise: Scaling Inference-Time Search for Generating Infinite Videos,neither,,
1577,FFN Fusion: Rethinking Sequential Computation in Large Language Models,neither,,
1578,SG-Tailor: Inter-Object Commonsense Relationship Reasoning for Scene Graph Manipulation,reasoning_improvement,,
1579,HAIR: Hardness-Aware Inverse Reinforcement Learning with Introspective Reasoning for LLM Alignment,reasoning_improvement,,
1580,Towards Widening The Distillation Bottleneck for Reasoning Models,reasoning_improvement,,
1581,EAGLE-3: Scaling up Inference Acceleration of Large Language Models via Training-Time Test,neither,,
1582,MultiAgentBench: Evaluating the Collaboration and Competition of LLM agents,neither,,
1583,Towards Understanding Distilled Reasoning Models: A Representational Approach,reasoning_improvement,,
1584,Dedicated Feedback and Edit Models Empower Inference-Time Scaling for Open-Ended General-Domain Tasks,reasoning_improvement,,
1585,AuthorMist: Evading AI Text Detectors with Reinforcement Learning,neither,,
1586,EXAONE Deep: Reasoning Enhanced Language Models,reasoning_improvement,,
1587,Can LLMs Formally Reason as Abstract Interpreters for Program Analysis?,reasoning_improvement,,
1588,A Survey on Personalized Alignment -- The Missing Piece for Large Language Models in Real-World Applications,neither,,
1589,Echoes of Power: Investigating Geopolitical Bias in US and China Large Language Models,neither,,
1590,Integrating Chain-of-Thought for Multimodal Alignment: A Study on 3D Vision-Language Learning,both,,
1591,LexPro-1.0 Technical Report,neither,,
1592,CoLLMLight: Cooperative Large Language Model Agents for Network-Wide Traffic Signal Control,neither,,
1593,Growing a Twig to Accelerate Large Vision-Language Models,neither,,
1594,Empowering Smaller Models: Tuning LLaMA and Gemma with Chain-of-Thought for Ukrainian Exam Tasks,reasoning_improvement,,
1595,Long-Context Autoregressive Video Modeling with Next-Frame Prediction,neither,,
1596,Process or Result? Manipulated Ending Tokens Can Mislead Reasoning LLMs to Ignore the Correct Reasoning Steps,reasoning_improvement,,
1597,Proof or Bluff? Evaluating LLMs on 2025 USA Math Olympiad,reasoning_improvement,,
1598,Video-R1: Reinforcing Video Reasoning in MLLMs,reasoning_improvement,,
1599,Parallelized Planning-Acting for Efficient LLM-based Multi-Agent Systems,neither,,
1600,Analyzable Chain-of-Musical-Thought Prompting for High-Fidelity Music Generation,reasoning_improvement,,
1601,RL-finetuning LLMs from on- and off-policy data with a single algorithm,neither,,
1602,Overtrained Language Models Are Harder to Fine-Tune,neither,,
1603,Iterative Hypothesis Generation for Scientific Discovery with Monte Carlo Nash Equilibrium Self-Refining Trees,reasoning_improvement,,
1604,Beyond Verifiable Rewards: Scaling Reinforcement Learning for Language Models to Unverifiable Data,neither,,
1605,The Procedural Content Generation Benchmark: An Open-source Testbed for Generative Challenges in Games,neither,,
1606,KurTail : Kurtosis-based LLM Quantization,neither,,
1607,AttackSeqBench: Benchmarking Large Language Models' Understanding of Sequential Patterns in Cyber Attacks,neither,,
1608,Can Small Language Models Reliably Resist Jailbreak Attacks? A Comprehensive Evaluation,neither,,
1609,Seg-Zero: Reasoning-Chain Guided Segmentation via Cognitive Reinforcement,reasoning_improvement,,
1610,Beyond Cosine Decay: On the effectiveness of Infinite Learning Rate Schedule for Continual Pre-training,neither,,
1611,Knowledge Augmentation in Federation: Rethinking What Collaborative Learning Can Bring Back to Decentralized Data,neither,,
1612,Zero-Shot Multi-Label Classification of Bangla Documents: Large Decoders Vs. Classic Encoders,neither,,
1613,Accelerating Earth Science Discovery via Multi-Agent LLM Systems,neither,,
1614,Securing External Deeper-than-black-box GPAI Evaluations,neither,,
1615,PowerAttention: Exponentially Scaling of Receptive Fields for Effective Sparse Attention,neither,,
1616,Robust Learning of Diverse Code Edits,neither,,
1617,SAGE: Steering and Refining Dialog Generation with State-Action Augmentation,reasoning_improvement,,
1618,The First Few Tokens Are All You Need: An Efficient and Effective Unsupervised Prefix Fine-Tuning Method for Reasoning Models,both,,
1619,Language Models can Self-Improve at State-Value Estimation for Better Search,reasoning_improvement,,
1620,A Survey on Sparse Autoencoders: Interpreting the Internal Mechanisms of Large Language Models,neither,,
1621,Training Hybrid Deep Quantum Neural Network for Reinforcement Learning Efficiently,neither,,
1622,GTR: Guided Thought Reinforcement Prevents Thought Collapse in RL-based VLM Agent Training,reasoning_improvement,,
1623,ST-Think: How Multimodal Large Language Models Reason About 4D Worlds from Ego-Centric Videos,reasoning_improvement,,
1624,DeepPerception: Advancing R1-like Cognitive Visual Perception in MLLMs for Knowledge-Intensive Visual Grounding,reasoning_improvement,,
1625,Towards Reasoning Era: A Survey of Long Chain-of-Thought for Reasoning Large Language Models,reasoning_improvement,,
1626,Plan-and-Act: Improving Planning of Agents for Long-Horizon Tasks,reasoning_improvement,,
1627,Safety Tax: Safety Alignment Makes Your Large Reasoning Models Less Reasonable,neither,,
