title,filename,is_relevant,one_line_review,labels,,,
j1-incentivizing-thinking-in-llm-as-a-judge-via-reinforcement-learning.pdf,j1-incentivizing-thinking-in-llm-as-a-judge-via-reinforcement-learning.pdf,False,"The paper focuses on reinforcement fine-tuning strategies for multi-modal large language models, not specifically on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Reinforcement Fine-Tuning, Multi-Modal Models, Explicit Thinking, Adaptive-Thinking",,,
TabReason: A Reinforcement Learning-Enhanced Reasoning LLM for Explainable Tabular Data Prediction,tabreason-a-reinforcement-learning-enhanced-reasoning-llm-for-explainable-tabular-data-prediction.pdf,False,"The paper focuses on leveraging reasoning-based LLMs for more accurate and explainable predictions on tabular data, not on CoT efficiency or redundancy reduction.","Tabular Data, Predictive Modeling, Interpretability, Large Language Models, Reinforcement Learning.",,,
chain-of-functions-a-programmatic-pipeline-for-fine-grained-chart-reasoning-data.pdf,chain-of-functions-a-programmatic-pipeline-for-fine-grained-chart-reasoning-data.pdf,False,"The paper focuses on a novel data generation pipeline for visual reasoning in multimodal models, not on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Visual Reasoning, Data Generation, Multimodal Models, Chain of Functions",,,
reasoning-towards-fairness-mitigating-bias-in-language-models-through-reasoning-guided-fine-tuning.pdf,reasoning-towards-fairness-mitigating-bias-in-language-models-through-reasoning-guided-fine-tuning.pdf,False,"The paper focuses on developing an agent framework (AMOR) for reasoning with external knowledge bases and adapting to specific domains, not on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Agent Framework, Knowledge Bases, Domain Adaptation, Finite State Machine",,,
All Roads Lead to Likelihood:  The Value of Reinforcement Learning in Fine-Tuning,all-roads-lead-to-likelihood-the-value-of-reinforcement-learning-in-fine-tuning.pdf,False,"The paper focuses on foundation model fine-tuning and reinforcement learning, not on CoT efficiency or redundancy reduction.","Foundation Model Fine-Tuning, Reinforcement Learning, Reward Model, Policy Optimization",,,
audio-reasoner-improving-reasoning-capability-in-large-audio-language-models.pdf,audio-reasoner-improving-reasoning-capability-in-large-audio-language-models.pdf,False,"The paper focuses on audio reasoning and the development of an audio language model, not on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Audio Reasoning, Multimodal, Large Language Models, CoT Dataset",,,
LLMs as Models for Analogical Reasoning,llms-as-models-for-analogical-reasoning.pdf,False,"The paper focuses on analogical reasoning and the performance of large language models in such tasks, not on improving computational efficiency or reducing redundancy in chain-of-thought reasoning.","analogical reasoning, language models, cognitive science",,,
pushing-the-boundary-on-natural-language-inference.pdf,pushing-the-boundary-on-natural-language-inference.pdf,False,"The paper focuses on improving Natural Language Inference (NLI) using reinforcement learning and quantization, not specifically on reducing redundancy in CoT reasoning.","Natural Language Inference, Reinforcement Learning, Quantization, Robust Reasoning",,,
can-reasoning-models-comprehend-mathematical-problems-in-chinese-ancient-texts-an-empirical-study-based-on-data-from-sua.pdf,can-reasoning-models-comprehend-mathematical-problems-in-chinese-ancient-texts-an-empirical-study-based-on-data-from-sua.pdf,False,"The paper focuses on evaluating reasoning models on ancient Chinese mathematical texts, not on CoT efficiency or redundancy reduction.","Chinese mathematics, reasoning models, classical texts, cross-cultural evaluation.",,,
 PromptST: Prompt-Enhanced Spatio-Temporal Multi-Attribute Prediction ,what-should-we-engineer-in-prompts-training-humans-in-requirement-driven-llm-use.pdf,False,"The paper focuses on spatio-temporal data mining and prediction, not on chain-of-thought reasoning efficiency.","Spatio-temporal data mining, urban management, prediction, transformer.",,,
or-llm-agent-automating-modeling-and-solving-of-operations-research-optimization-problem-with-reasoning-large-language-m.pdf,or-llm-agent-automating-modeling-and-solving-of-operations-research-optimization-problem-with-reasoning-large-language-m.pdf,False,"The paper is a survey on mathematical reasoning and optimization in AI, not specifically focused on CoT efficiency or redundancy reduction.","Mathematical Reasoning, AI Optimization, Large Language Models",,,
multi-step-alignment-as-markov-games-an-optimistic-online-gradient-descent-approach-with-convergence-guarantees.pdf,multi-step-alignment-as-markov-games-an-optimistic-online-gradient-descent-approach-with-convergence-guarantees.pdf,False,"The paper focuses on improving preference alignment in language models using a novel reinforcement learning approach, not on CoT efficiency.","Reinforcement Learning, Human Feedback, Preference Alignment, Markov Game",,,
model-utility-law-evaluating-llms-beyond-performance-through-mechanism-interpretable-metric.pdf,model-utility-law-evaluating-llms-beyond-performance-through-mechanism-interpretable-metric.pdf,False,The paper focuses on evaluating large language models using the Model Utilization Index (MUI) rather than improving chain-of-thought reasoning efficiency.,"Evaluation, Model Utilization Index, LLM, Generalization, Performance Metrics.",,,
sari-structured-audio-reasoning-via-curriculum-guided-reinforcement-learning.pdf,sari-structured-audio-reasoning-via-curriculum-guided-reinforcement-learning.pdf,False,"The paper focuses on enhancing cross-modal reasoning in multimodal large language models using reinforcement learning, not on reducing redundancy in chain-of-thought reasoning.","Multimodal reasoning, reinforcement learning, cross-modal integration.",,,
SAFEPATH: Preventing Harmful Reasoning in Chain-of-Thought via Early Alignment,safepath-preventing-harmful-reasoning-in-chain-of-thought-via-early-alignment.pdf,False,The paper focuses on improving safety alignment in reasoning models rather than reducing redundancy or improving computational efficiency in chain-of-thought reasoning.,"Safety alignment, harmful output reduction, jailbreak prevention.",,,
lightplanner-unleashing-the-reasoning-capabilities-of-lightweight-large-language-models-in-task-planning.pdf,lightplanner-unleashing-the-reasoning-capabilities-of-lightweight-large-language-models-in-task-planning.pdf,False,"The paper focuses on improving task planning in robotics using lightweight LLMs, not specifically on reducing redundancy in chain-of-thought reasoning.","Robotics, Task Planning, Lightweight LLMs, Semantic Reasoning.",,,
Graph-Reward-SQL: Execution-Free Reinforcement Learning for Text-to-SQL via Graph Matching and Stepwise Reward,graph-reward-sql-execution-free-reinforcement-learning-for-text-to-sql-via-graph-matching-and-stepwise-reward.pdf,False,"The paper focuses on improving the efficiency of Text-to-SQL tasks using reinforcement learning, not on chain-of-thought reasoning efficiency.","Reinforcement Learning, Text-to-SQL, Reward Models, Efficiency",,,
"Pensez: Less Data, Better Reasoning – Rethinking French LLM",pensez-less-data-better-reasoning-rethinking-french-llm.pdf,False,"The paper focuses on strategic fine-tuning and data curation to improve reasoning and multilingual capabilities, not specifically on reducing redundancy or improving computational efficiency in CoT reasoning.","Fine-tuning, Data Curation, Multilingual LLMs, Mathematical Reasoning",,,
ARM: Adaptive Reasoning Model,arm-adaptive-reasoning-model.pdf,True,The paper focuses on improving reasoning efficiency by introducing the Adaptive Reasoning Model (ARM) to reduce token usage in chain-of-thought reasoning.,"Adaptive Reasoning, Token Efficiency, Chain-of-Thought, Overthinking Reduction, Ada-GRPO.",,,
Infi-MMR: Curriculum-based Unlocking Multimodal Reasoning via Phased Reinforcement Learning in Multimodal Small Language Models,infi-mmr-curriculum-based-unlocking-multimodal-reasoning-via-phased-reinforcement-learning-in-multimodal-small-language-.pdf,False,"The paper focuses on enhancing reasoning capabilities in multimodal language models, not on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Multimodal Reasoning, Large Language Models, Curriculum Learning",,,
quantifying-the-reasoning-abilities-of-llms-on-real-world-clinical-cases.pdf,quantifying-the-reasoning-abilities-of-llms-on-real-world-clinical-cases.pdf,False,"The text is about generating diagnosis data from a case report, not about CoT efficiency or redundancy reduction.","Diagnosis, Case Report, Medical Analysis",,,
rearank-reasoning-re-ranking-agent-via-reinforcement-learning.pdf,rearank-reasoning-re-ranking-agent-via-reinforcement-learning.pdf,False,"The paper focuses on quantifying the usefulness of transfer in reinforcement learning through regret bounds in a multi-agent setting, not on CoT efficiency or redundancy reduction.","Reinforcement Learning, Multi-Agent Systems, Regret Bounds, Transfer Learning",,,
A Comprehensive Survey of Compression Algorithms for Language Models,selectllm-query-aware-efficient-selection-algorithm-for-large-language-models.pdf,False,"The paper focuses on compression algorithms for language models, not specifically on reducing redundancy in chain-of-thought reasoning.","Compression, Language Models, Pruning, Quantization, Knowledge Distillation",,,
dmind-benchmark-toward-a-holistic-assessment-of-llm-capabilities-across-the-web3-domain.pdf,dmind-benchmark-toward-a-holistic-assessment-of-llm-capabilities-across-the-web3-domain.pdf,False,"The paper focuses on evaluating LLM performance in the Web3 domain, not on improving CoT efficiency or reducing redundancy.","Web3, Benchmarking, LLM Evaluation, Specialized Domains",,,
enhancing-auto-regressive-chain-of-thought-through-loop-aligned-reasoning.pdf,enhancing-auto-regressive-chain-of-thought-through-loop-aligned-reasoning.pdf,False,"The paper focuses on the vulnerability and robustness of reasoning LLMs to manipulated reasoning chains, not on reducing redundancy or improving computational efficiency in CoT reasoning.","Vulnerability, Robustness, Reasoning LLMs, Manipulation",,,
llm-babybench-understanding-and-evaluating-grounded-planning-and-reasoning-in-llms.pdf,llm-babybench-understanding-and-evaluating-grounded-planning-and-reasoning-in-llms.pdf,False,"The paper focuses on evaluating LLMs' reasoning and planning abilities in interactive environments, not on reducing redundancy in CoT reasoning.","Benchmarking, LLMs, Interactive Environments, Planning, Reasoning",,,
treehop-generate-and-filter-next-query-embeddings-efficiently-for-multi-hop-question-answering.pdf,treehop-generate-and-filter-next-query-embeddings-efficiently-for-multi-hop-question-answering.pdf,True,The paper is related as it focuses on reducing computational costs and redundancy in multi-hop question answering by streamlining the retrieval process.,"RAG, TreeHop, MHQA, efficiency, redundancy reduction, query latency",,,
Let LLMs Break Free from Overthinking via Self-Braking Tuning,let-llms-break-free-from-overthinking-via-self-braking-tuning.pdf,True,The paper focuses on reducing redundancy in chain-of-thought reasoning by introducing a framework called Self-Braking Tuning (SBT) to make reasoning more computationally efficient.,"CoT efficiency, redundancy reduction, Self-Braking Tuning, overthinking, computational overhead.",,,
nemotron-crossthink-scaling-self-learning-beyond-math-reasoning.pdf,nemotron-crossthink-scaling-self-learning-beyond-math-reasoning.pdf,False,"The paper focuses on understanding how language models solve mathematical reasoning problems, not on improving computational efficiency or reducing redundancy in chain-of-thought reasoning.","Mathematical Reasoning, Language Models, Problem Solving",,,
What Makes a Good Reasoning Chain? Uncovering Structural Patterns in Long Chain-of-Thought Reasoning,what-makes-a-good-reasoning-chain-uncovering-structural-patterns-in-long-chain-of-thought-reasoning.pdf,False,"The paper focuses on converting Long Chain-of-Thought reasoning into hierarchical structures for better analysis, not on reducing redundancy or improving computational efficiency.","LCoT, reasoning analysis, hierarchical structures, graph neural networks.",,,
"Concise Reasoning, Big Gains: Pruning Long Reasoning Trace with Difficulty-Aware Prompting",concise-reasoning-big-gains-pruning-long-reasoning-trace-with-difficulty-aware-prompting.pdf,True,"The paper focuses on reducing redundancy in chain-of-thought reasoning by introducing a difficulty-aware prompting method to shorten reasoning traces, making CoT more computationally efficient.","CoT efficiency, redundancy reduction, difficulty-aware prompting, LiteCoT, reasoning models.",,,
discovering-knowledge-deficiencies-of-language-models-on-massive-knowledge-base.pdf,discovering-knowledge-deficiencies-of-language-models-on-massive-knowledge-base.pdf,False,"The paper focuses on discovering knowledge deficiencies in LLMs using a framework called stochastic error ascent (SEA), not on improving CoT efficiency.","Knowledge deficiencies, stochastic error ascent, LLMs, error discovery.",,,
reinforcement-learning-for-reasoning-in-small-llms-what-works-and-what-doesn-t.pdf,reinforcement-learning-for-reasoning-in-small-llms-what-works-and-what-doesn-t.pdf,False,"The paper focuses on using reinforcement learning to improve reasoning in small language models, not specifically on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Reinforcement Learning, Small LLMs, Reasoning Improvement, Cost-Effective Training",,,
Success is in the Details: Evaluate and Enhance Details Sensitivity of Code LLMs through Counterfactuals,success-is-in-the-details-evaluate-and-enhance-details-sensitivity-of-code-llms-through-counterfactuals.pdf,False,"The paper focuses on code sensitivity and improving performance through sensitivity, not on CoT efficiency or redundancy reduction.","Code Sensitivity, Code LLMs, Benchmarking",,,
mastermindeval-a-simple-but-scalable-reasoning-benchmark.pdf,mastermindeval-a-simple-but-scalable-reasoning-benchmark.pdf,False,"The paper focuses on introducing a new benchmark for evaluating deductive reasoning in LLMs, not on improving computational efficiency or reducing redundancy in chain-of-thought reasoning.","Deductive Reasoning, Benchmark, Mastermind, Evaluation",,,
what-s-behind-ppo-s-collapse-in-long-cot-value-optimization-holds-the-secret.pdf,what-s-behind-ppo-s-collapse-in-long-cot-value-optimization-holds-the-secret.pdf,False,"The paper focuses on improving reinforcement learning techniques for long chain-of-thought tasks, not on reducing redundancy or improving computational efficiency in CoT reasoning.","Reinforcement Learning, Proximal Policy Optimization, Value Initialization Bias, Reward Signal Decay, Chain of Thought",,,
a-sober-look-at-progress-in-language-model-reasoning-pitfalls-and-paths-to-reproducibility.pdf,a-sober-look-at-progress-in-language-model-reasoning-pitfalls-and-paths-to-reproducibility.pdf,False,The paper focuses on evaluating and standardizing reasoning benchmarks rather than improving computational efficiency or reducing redundancy in chain-of-thought reasoning.,"Benchmarking, Evaluation, Reasoning, Language Models",,,
biasguard-a-reasoning-enhanced-bias-detection-tool-for-large-language-models.pdf,biasguard-a-reasoning-enhanced-bias-detection-tool-for-large-language-models.pdf,False,"The paper focuses on detecting and addressing biases in large language models, not on improving the efficiency of chain-of-thought reasoning.","Bias detection, Large Language Models, Debiasing Strategies.",,,
stola-self-adaptive-touch-language-framework-with-tactile-commonsense-reasoning-in-open-ended-scenarios.pdf,stola-self-adaptive-touch-language-framework-with-tactile-commonsense-reasoning-in-open-ended-scenarios.pdf,False,"The paper focuses on integrating tactile sensing into intelligent systems for multimodal reasoning, not on reducing redundancy in chain-of-thought reasoning.","Tactile Sensing, Multimodal Reasoning, Commonsense Reasoning, Mixture of Experts.",,,
learning-to-stop-overthinking-at-test-time.pdf,learning-to-stop-overthinking-at-test-time.pdf,True,The paper addresses computational efficiency in reasoning by introducing a method to optimize computation for test samples and mitigate overthinking.,"Test time scaling, overthinking, computational efficiency, visual reasoning, recurrent models.",,,
deconstructing-long-chain-of-thought-a-structured-reasoning-optimization-framework-for-long-cot-distillation.pdf,deconstructing-long-chain-of-thought-a-structured-reasoning-optimization-framework-for-long-cot-distillation.pdf,True,The paper is related to CoT efficiency as it discusses a framework (DLCoT) that enhances distillation data to improve token efficiency and model performance by reducing redundancy in long CoT reasoning.,"CoT efficiency, distillation, redundancy reduction, DLCoT, token efficiency.",,,
phd-knowledge-not-required-a-reasoning-challenge-for-large-language-models.pdf,phd-knowledge-not-required-a-reasoning-challenge-for-large-language-models.pdf,False,"The paper focuses on developing a benchmark for reasoning models using general knowledge puzzles, not on improving computational efficiency or reducing redundancy in chain-of-thought reasoning.","Benchmarking, Reasoning Models, General Knowledge",,,
always-tell-me-the-odds-fine-grained-conditional-probability-estimation.pdf,always-tell-me-the-odds-fine-grained-conditional-probability-estimation.pdf,False,"The paper focuses on improving probability estimation under uncertainty, not on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Probability Estimation, Uncertainty, Large Language Models, Reasoning Under Uncertainty",,,
Adaptive Deep Reasoning: Triggering Deep Thinking When Needed,adaptive-deep-reasoning-triggering-deep-thinking-when-needed.pdf,True,The paper focuses on improving reasoning efficiency in chain-of-thought processes by autonomously switching between short and long reasoning chains based on problem complexity.,"Chain-of-Thought, Reasoning Efficiency, Computational Cost, Reinforcement Learning, Adaptive Reasoning",,,
TEMPURA: Temporal Event Masked Prediction and Understanding for Reasoning in Action,tempura-temporal-event-masked-prediction-and-understanding-for-reasoning-in-action.pdf,False,"The paper focuses on temporal event prediction and understanding in videos, not on improving computational efficiency in chain-of-thought reasoning.","Temporal event prediction, video understanding, causal relationships.",,,
fol-pretrain-a-complexity-annotated-corpus-of-first-order-logic.pdf,fol-pretrain-a-complexity-annotated-corpus-of-first-order-logic.pdf,False,"The paper focuses on argumentative discourse and rhetorical moves, not on CoT efficiency or redundancy reduction.","argumentation, rhetorical moves, annotation scheme, discourse analysis",,,
reasoning-physical-video-generation-with-diffusion-timestep-tokens-via-reinforcement-learning.pdf,reasoning-physical-video-generation-with-diffusion-timestep-tokens-via-reinforcement-learning.pdf,False,"The paper focuses on integrating symbolic reasoning and reinforcement learning to ensure physical consistency in video generation, not on CoT efficiency or redundancy reduction.","Video Generation, Physical Consistency, Symbolic Reasoning, Reinforcement Learning",,,
bridging-stepwise-lab-informed-pretraining-and-knowledge-guided-learning-for-diagnostic-reasoning.pdf,bridging-stepwise-lab-informed-pretraining-and-knowledge-guided-learning-for-diagnostic-reasoning.pdf,False,"The paper focuses on integrating medical knowledge into EHR-based prediction models, not on CoT efficiency.","EHR, Diagnosis Prediction, Medical Knowledge, Clinical Reasoning",,,
softcot-test-time-scaling-with-soft-chain-of-thought-reasoning.pdf,softcot-test-time-scaling-with-soft-chain-of-thought-reasoning.pdf,False,"The paper focuses on benchmarking reasoning models against non-reasoning models in planning frameworks, not on reducing redundancy or improving computational efficiency in CoT reasoning.","Reasoning Models, Benchmarking, Planning Frameworks, Text-to-SQL",,,
"Thinking Slow, Fast: Scaling Inference Compute with Distilled Reasoners",thinking-slow-fast-scaling-inference-compute-with-distilled-reasoners.pdf,True,"The paper discusses distilling models to improve computational efficiency in Chain-of-Thought reasoning, focusing on performance under fixed computational budgets.","CoT efficiency, model distillation, computational budget, reasoning performance.",,,
do-theory-of-mind-benchmarks-need-explicit-human-like-reasoning-in-language-models.pdf,do-theory-of-mind-benchmarks-need-explicit-human-like-reasoning-in-language-models.pdf,False,"The paper focuses on Theory of Mind (ToM) and the performance of large language models on ToM benchmarks, not on reducing redundancy in chain-of-thought reasoning.","Theory of Mind, Large Language Models, Reinforcement Learning, Supervised Fine-Tuning.",,,
can-transformers-reason-logically-a-study-in-sat-solving.pdf,can-transformers-reason-logically-a-study-in-sat-solving.pdf,False,"The paper is focused on the logical reasoning capabilities of Transformers in the context of the SAT problem, not on reducing redundancy or improving efficiency in CoT reasoning.","Logical Reasoning, Transformers, SAT Problem, Chain-of-Thought",,,
videomind-a-chain-of-lora-agent-for-long-video-reasoning.pdf,videomind-a-chain-of-lora-agent-for-long-video-reasoning.pdf,False,"The paper focuses on a framework for long video understanding using a MapReduce principle, not on chain-of-thought reasoning efficiency.","Video Understanding, MapReduce, Vision-Language Models, Context Aggregation",,,
on-the-logical-skills-of-large-language-models-evaluations-using-arbitrarily-complex-first-order-logic-problems.pdf,on-the-logical-skills-of-large-language-models-evaluations-using-arbitrarily-complex-first-order-logic-problems.pdf,False,"The paper focuses on generating and evaluating datasets for logical reasoning in set theory, not on improving CoT efficiency.","First-order logic, dataset generation, logical reasoning.",,,
Reward Reasoning Model,think-rm-enabling-long-horizon-reasoning-in-generative-reward-models.pdf,False,"The paper focuses on improving reward model performance using Reward Reasoning Models, not on reducing redundancy in chain-of-thought reasoning.","Reward Models, Reinforcement Learning, Chain-of-Thought, Test-Time Compute",,,
thought-manipulation-external-thought-can-be-efficient-for-large-reasoning-models.pdf,thought-manipulation-external-thought-can-be-efficient-for-large-reasoning-models.pdf,True,"The paper is about reducing redundancy in chain-of-thought reasoning by introducing a method called ThoughtMani, which manipulates models to generate fewer thoughts and reduce computational costs.","CoT efficiency, redundancy reduction, ThoughtMani, computational cost reduction, large reasoning models.",,,
reasoning-llms-for-user-aware-multimodal-conversational-agents.pdf,reasoning-llms-for-user-aware-multimodal-conversational-agents.pdf,False,"The paper focuses on personalization in social robotics using CoT reasoning for user profiling, not on CoT efficiency or redundancy reduction.","Personalization, Social Robotics, User Profiling, Chain-of-Thought Reasoning",,,
Let's Verify Math Questions Step by Step,let-s-verify-math-questions-step-by-step.pdf,False,The paper focuses on verifying the validity of math questions rather than improving the efficiency of chain-of-thought reasoning.,"Math Question Verification, Dataset Curation, Mathematical Reasoning.",,,
CoT-Vid: Dynamic Chain-of-Thought Routing with Self Verification for Training-Free Video Reasoning,cot-vid-dynamic-chain-of-thought-routing-with-self-verification-for-training-free-video-reasoning.pdf,False,"The paper focuses on complex video reasoning using a novel paradigm, not on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Video reasoning, CoT-Vid, video LLMs, complex reasoning.",,,
is-that-your-final-answer-test-time-scaling-improves-selective-question-answering.pdf,is-that-your-final-answer-test-time-scaling-improves-selective-question-answering.pdf,False,"The paper focuses on improving model performance through Multi-round Thinking, not specifically on reducing redundancy or improving computational efficiency in CoT reasoning.","Test-time scaling, Multi-round Thinking, model performance improvement.",,,
search-r1-training-llms-to-reason-and-leverage-search-engines-with-reinforcement-learning.pdf,search-r1-training-llms-to-reason-and-leverage-search-engines-with-reinforcement-learning.pdf,False,"The paper focuses on improving reasoning by integrating search capabilities, not specifically on reducing redundancy or improving computational efficiency in CoT reasoning.","Reinforcement Learning, Search Engines, Retrieval-Augmented Reasoning, Large Language Models",,,
limr-less-is-more-for-rl-scaling.pdf,limr-less-is-more-for-rl-scaling.pdf,False,"The paper focuses on optimizing RL training data selection for language models, not specifically on CoT efficiency or redundancy reduction.","RL training data, sample selection, language models.",,,
RV-Syn: Rational and Verifiable Mathematical Reasoning Data Synthesis based on Structured Function Library,rv-syn-rational-and-verifiable-mathematical-reasoning-data-synthesis-based-on-structured-function-library.pdf,False,"The paper focuses on generating high-quality reasoning datasets for LLMs, particularly in mathematics, rather than on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Reasoning data synthesis, mathematical problem generation, LLMs.",,,
leveraging-reasoning-model-answers-to-enhance-non-reasoning-model-capability.pdf,leveraging-reasoning-model-answers-to-enhance-non-reasoning-model-capability.pdf,False,"The paper focuses on leveraging high-quality outputs from reasoning-intensive models to improve non-reasoning models, not on reducing redundancy or improving computational efficiency in CoT reasoning.","Large Language Models, Test-Time Scaling, Model Improvement, Supervised Fine-Tuning",,,
ai-slop-to-ai-polish-aligning-language-models-through-edit-based-writing-rewards-and-test-time-computation.pdf,ai-slop-to-ai-polish-aligning-language-models-through-edit-based-writing-rewards-and-test-time-computation.pdf,False,"The paper focuses on evaluating and improving the writing quality of AI-generated text, not on CoT efficiency or redundancy reduction.","Writing Quality, AI-generated Text, Evaluation, Benchmarking",,,
physics-benchmarking-foundation-models-on-university-level-physics-problem-solving.pdf,physics-benchmarking-foundation-models-on-university-level-physics-problem-solving.pdf,False,"The paper focuses on the use of Foundation Models for Earth Observation and their label efficiency, not on reducing redundancy in chain-of-thought reasoning.","Foundation Models, Earth Observation, Label Efficiency, Benchmarking.",,,
Humans Hallucinate Too: Language Models Identify and Correct Subjective Annotation Errors With Label-in-a-Haystack Prompts,humans-hallucinate-too-language-models-identify-and-correct-subjective-annotation-errors-with-label-in-a-haystack-prompt.pdf,False,"The paper focuses on subjective label correction in NLP tasks, not on CoT efficiency or redundancy reduction.","Subjective Label Correction, NLP, Label Verification, Large Language Models.",,,
cipherbank-exploring-the-boundary-of-llm-reasoning-capabilities-through-cryptography-challenges.pdf,cipherbank-exploring-the-boundary-of-llm-reasoning-capabilities-through-cryptography-challenges.pdf,False,"The paper focuses on evaluating LLMs' reasoning capabilities in cryptographic decryption tasks, not on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Cryptographic reasoning, LLM evaluation, CipherBank benchmark.",,,
realsafe-r1-safety-aligned-deepseek-r1-without-compromising-reasoning-capability.pdf,realsafe-r1-safety-aligned-deepseek-r1-without-compromising-reasoning-capability.pdf,False,"The paper focuses on sentiment analysis and the trade-offs between model performance, efficiency, and explainability, not specifically on CoT efficiency or redundancy reduction.","Sentiment Analysis, Large Language Models, Explainability, Few-Shot Learning",,,
Latent Principle Discovery for Language Model Self-Improvement,latent-principle-discovery-for-language-model-self-improvement.pdf,False,"The paper focuses on automating the process of eliciting and modeling latent attributes for language model reasoning to improve response quality, not specifically on CoT efficiency or redundancy reduction.","latent attributes, self-correction, language model improvement, principle-driven refinement",,,
collective-reasoning-among-llms-a-framework-for-answer-validation-without-ground-truth.pdf,collective-reasoning-among-llms-a-framework-for-answer-validation-without-ground-truth.pdf,False,"The paper focuses on collaborative frameworks for enhancing response reliability and question quality, not on CoT efficiency or redundancy reduction.","Collaborative Intelligence, Large Language Models, Answer Validation, Statistical Analysis",,,
distilling-llm-agent-into-small-models-with-retrieval-and-code-tools.pdf,distilling-llm-agent-into-small-models-with-retrieval-and-code-tools.pdf,True,"The paper focuses on improving the efficiency of reasoning in small language models by distilling reasoning capabilities from larger models, which aligns with reducing redundancy and enhancing computational efficiency in CoT reasoning.","Agent Distillation, Chain-of-Thought, Efficiency, Small Language Models, Reasoning Tasks",,,
beyond-chemical-qa-evaluating-llm-s-chemical-reasoning-with-modular-chemical-operations.pdf,beyond-chemical-qa-evaluating-llm-s-chemical-reasoning-with-modular-chemical-operations.pdf,False,"The paper focuses on applying CoT reasoning to chemistry tasks, not on reducing redundancy or improving computational efficiency in CoT.","Chemistry, Chain-of-Thought, Reasoning Framework, Molecular Optimization, Chemical Reaction Prediction.",,,
Rethinking External Slow-Thinking: From Snowball Errors to Probability of Correct Reasoning,rethinking-external-slow-thinking-from-snowball-errors-to-probability-of-correct-reasoning.pdf,False,The paper focuses on understanding and analyzing slow-thinking methods in LLMs rather than specifically addressing CoT efficiency or redundancy reduction.,"slow-thinking, LLMs, error mitigation, theoretical analysis",,,
can-llms-explain-themselves-counterfactually.pdf,can-llms-explain-themselves-counterfactually.pdf,False,"The paper focuses on self-generated counterfactual explanations and the challenges LLMs face in generating them, not on CoT efficiency or redundancy reduction.","Self-explanation, counterfactual reasoning, LLMs, explainability.",,,
Visionary-R1: Mitigating Shortcuts in Visual Reasoning with Reinforcement Learning,visionary-r1-mitigating-shortcuts-in-visual-reasoning-with-reinforcement-learning.pdf,False,"The paper focuses on training visual language models for reasoning on image data using reinforcement learning, not on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Visual reasoning, reinforcement learning, visual language models.",,,
UGPhysics: A Comprehensive Benchmark for Undergraduate Physics Reasoning with Large Language Models,ugphysics-a-comprehensive-benchmark-for-undergraduate-physics-reasoning-with-large-language-models.pdf,False,"The paper focuses on evaluating LLMs' physics reasoning skills with a new benchmark, not on CoT efficiency or redundancy reduction.","Physics reasoning, benchmark, LLM evaluation.",,,
Reinforcement Learning for Out-of-Distribution Reasoning in LLMs: An Empirical Study on Diagnosis-Related Group Coding,reinforcement-learning-for-out-of-distribution-reasoning-in-llms-an-empirical-study-on-diagnosis-related-group-coding.pdf,False,"The paper focuses on improving DRG coding accuracy using reinforcement learning, not on reducing redundancy in chain-of-thought reasoning.","DRG coding, reinforcement learning, clinical data, out-of-distribution tasks.",,,
effective-length-extrapolation-via-dimension-wise-positional-embeddings-manipulation.pdf,effective-length-extrapolation-via-dimension-wise-positional-embeddings-manipulation.pdf,False,"The paper focuses on extending the context window of LLMs using Dimension-Wise Positional Embeddings Manipulation (DPE), not specifically on reducing redundancy in chain-of-thought reasoning.","Long-context extension, Positional Embeddings, LLMs, Context Window.",,,
verireason-reinforcement-learning-with-testbench-feedback-for-reasoning-enhanced-verilog-generation.pdf,verireason-reinforcement-learning-with-testbench-feedback-for-reasoning-enhanced-verilog-generation.pdf,False,"The paper focuses on improving the functional correctness of Verilog code generation using LLMs, not on CoT efficiency or redundancy reduction.","Verilog Generation, Functional Correctness, Testbench, Reinforcement Learning",,,
plan-and-budget-effective-and-efficient-test-time-scaling-on-large-language-model-reasoning.pdf,plan-and-budget-effective-and-efficient-test-time-scaling-on-large-language-model-reasoning.pdf,False,"The paper focuses on improving data selection for fine-tuning language models, not specifically on CoT reasoning efficiency.","Data selection, fine-tuning, language models, SIFT algorithm.",,,
acecoder-acing-coder-rl-via-automated-test-case-synthesis.pdf,acecoder-acing-coder-rl-via-automated-test-case-synthesis.pdf,False,"The paper focuses on improving coder models using reinforcement learning and test-case synthesis, not on CoT efficiency.","Reinforcement Learning, Code Generation, Test-Case Synthesis.",,,
