title,category
Evaluating the Generalization Capabilities of Large Language Models on Code Reasoning,reasoning_improvement
Efficient Reinforcement Finetuning via Adaptive Curriculum Learning,reasoning_improvement
SFT or RL? An Early Investigation into Training R1-Like Reasoning Large Vision-Language Models,reasoning_improvement
DeepDistill: Enhancing LLM Reasoning Capabilities via Large-Scale Difficulty-Graded Data Training,reasoning_improvement
Beyond the Last Answer: Your Reasoning Trace Uncovers More than You Think,reasoning_improvement
Can LLMs Grasp Implicit Cultural Values? Benchmarking LLMs' Metacognitive Cultural Intelligence with CQ-Bench,reasoning_improvement
MDK12-Bench: A Multi-Discipline Benchmark for Evaluating Reasoning in Multimodal Large Language Models,reasoning_improvement
Reasoning Towards Fairness: Mitigating Bias in Language Models through Reasoning-Guided Fine-Tuning,reasoning_improvement
SoTA with Less: MCTS-Guided Sample Selection for Data-Efficient Visual Reasoning Self-Improvement,reasoning_improvement
Climbing the Ladder of Reasoning: What LLMs Can-and Still Can't-Solve after SFT?,reasoning_improvement
Large Language Model powered Symbolic Execution,reasoning_improvement
Do Theory of Mind Benchmarks Need Explicit Human-like Reasoning in Language Models?,reasoning_improvement
SpaceR: Reinforcing MLLMs in Video Spatial Reasoning,reasoning_improvement
Reasoning LLMs for User-Aware Multimodal Conversational Agents,reasoning_improvement
SARI: Structured Audio Reasoning via Curriculum-Guided Reinforcement Learning,reasoning_improvement
Reasoning Physical Video Generation with Diffusion Timestep Tokens via Reinforcement Learning,reasoning_improvement
Token-Aware Coding Flow: A Study with Nano Surge in Reasoning Model,reasoning_improvement
m1: Unleash the Potential of Test-Time Scaling for Medical Reasoning with Large Language Models,reasoning_improvement
DeepSeek-R1 Thoughtology: Let's think about LLM Reasoning,reasoning_improvement
SEAL: Steerable Reasoning Calibration of Large Language Models for Free,reasoning_improvement
A Survey of Scaling in Large Language Model Reasoning,reasoning_improvement
Reasoning Under 1 Billion: Memory-Augmented Reinforcement Learning for Large Language Models,reasoning_improvement
Missing Premise exacerbates Overthinking: Are Reasoning Models losing Critical Thinking Skill?,reasoning_improvement
Not All Rollouts are Useful: Down-Sampling Rollouts in LLM Reinforcement Learning,reasoning_improvement
The Human Robot Social Interaction (HSRI) Dataset: Benchmarking Foundational Models' Social Reasoning,reasoning_improvement
SplitReason: Learning To Offload Reasoning,reasoning_improvement
Effective Length Extrapolation via Dimension-Wise Positional Embeddings Manipulation,reasoning_improvement
Guiding Reasoning in Small Language Models with LLM Assistance,reasoning_improvement
GeoSense: Evaluating Identification and Application of Geometric Principles in Multimodal Reasoning,reasoning_improvement
Reinforcement Learning from Human Feedback,reasoning_improvement
The Geometry of Self-Verification in a Task-Specific Reasoning Model,reasoning_improvement
Leveraging Reasoning Model Answers to Enhance Non-Reasoning Model Capability,reasoning_improvement
TinyLLaVA-Video-R1: Towards Smaller LMMs for Video Reasoning,reasoning_improvement
Process Reward Models That Think,reasoning_improvement
Enabling Systematic Generalization in Abstract Spatial Reasoning through Meta-Learning for Compositionality,reasoning_improvement
GPG: A Simple and Strong Reinforcement Learning Baseline for Model Reasoning,reasoning_improvement
Could Thinking Multilingually Empower LLM Reasoning?,reasoning_improvement
"Don't Just Translate, Agitate: Using Large Language Models as Devil's Advocates for AI Explanations",reasoning_improvement
Embodied-R: Collaborative Framework for Activating Embodied Spatial Reasoning in Foundation Models via Reinforcement Learning,reasoning_improvement
Investigating Large Language Models in Diagnosing Students' Cognitive Skills in Math Problem-solving,reasoning_improvement
LAD-Reasoner: Tiny Multimodal Models are Good Reasoners for Logical Anomaly Detection,reasoning_improvement
VLMGuard-R1: Proactive Safety Alignment for VLMs via Reasoning-Driven Prompt Optimization,reasoning_improvement
Chain-of-Thought Textual Reasoning for Few-shot Temporal Action Localization,reasoning_improvement
HyPerAlign: Interpretable Personalized LLM Alignment via Hypothesis Generation,reasoning_improvement
GDI-Bench: A Benchmark for General Document Intelligence with Vision and Reasoning Decoupling,reasoning_improvement
Reimagining Urban Science: Scaling Causal Inference with Large Language Models,reasoning_improvement
To Backtrack or Not to Backtrack: When Sequential Search Limits Model Reasoning,reasoning_improvement
Mathematical Capabilities of Large Language Models in Finnish Matriculation Examination,reasoning_improvement
VisualPuzzles: Decoupling Multimodal Reasoning Evaluation from Domain Knowledge,reasoning_improvement
Scaling Test-time Compute for Low-resource Languages: Multilingual Reasoning in LLMs,reasoning_improvement
Lightweight Latent Verifiers for Efficient Meta-Generation Strategies,reasoning_improvement
GenCLS++: Pushing the Boundaries of Generative Classification in LLMs Through Comprehensive SFT and RL Studies Across Diverse Datasets,reasoning_improvement
RAGEN: Understanding Self-Evolution in LLM Agents via Multi-Turn Reinforcement Learning,reasoning_improvement
PolicyEvol-Agent: Evolving Policy via Environment Perception and Self-Awareness with Theory of Mind,reasoning_improvement
PHYBench: Holistic Evaluation of Physical Perception and Reasoning in Large Language Models,reasoning_improvement
GreenMind: A Next-Generation Vietnamese Large Language Model for Structured and Logical Reasoning,reasoning_improvement
What the HellaSwag? On the Validity of Common-Sense Reasoning Benchmarks,reasoning_improvement
Genius: A Generalizable and Purely Unsupervised Self-Training Framework For Advanced Reasoning,reasoning_improvement
Stabilizing Reasoning in Medical LLMs with Continued Pretraining and Reasoning Preference Optimization,reasoning_improvement
Towards Robust Dialogue Breakdown Detection: Addressing Disruptors in Large Language Models with Self-Guided Reasoning,reasoning_improvement
Meta-Thinking in LLMs via Multi-Agent Reinforcement Learning: A Survey,reasoning_improvement
Improving Language Model Personas via Rationalization with Psychological Scaffolds,reasoning_improvement
Enhancing Non-Core Language Instruction-Following in Speech LLMs via Semi-Implicit Cross-Lingual CoT Reasoning,reasoning_improvement
PEIRCE: Unifying Material and Formal Reasoning via LLM-Driven Neuro-Symbolic Refinement,reasoning_improvement
Towards Understanding and Improving Refusal in Compressed Models via Mechanistic Interpretability,reasoning_improvement
SaRO: Enhancing LLM Safety through Reasoning-based Alignment,reasoning_improvement
Reinforcing Compositional Retrieval: Retrieving Step-by-Step for Composing Informative Contexts,reasoning_improvement
Teaching Large Language Models to Reason through Learning and Forgetting,reasoning_improvement
MrGuard: A Multilingual Reasoning Guardrail for Universal LLM Safety,reasoning_improvement
Bonsai: Interpretable Tree-Adaptive Grounded Reasoning,reasoning_improvement
"Right Prediction, Wrong Reasoning: Uncovering LLM Misalignment in RA Disease Diagnosis",reasoning_improvement
Domain-Specific Pruning of Large Mixture-of-Experts Models with Few-shot Demonstrations,reasoning_improvement
NeedleInATable: Exploring Long-Context Capability of Large Language Models towards Long-Structured Tables,reasoning_improvement
Interpreting Emergent Planning in Model-Free Reinforcement Learning,reasoning_improvement
ClinicalGPT-R1: Pushing reasoning capability of generalist disease diagnosis with large language model,reasoning_improvement
PathVLM-R1: A Reinforcement Learning-Driven Reasoning Model for Pathology Visual-Language Tasks,reasoning_improvement
Beyond Chains of Thought: Benchmarking Latent-Space Reasoning Abilities in Large Language Models,reasoning_improvement
Kimina-Prover Preview: Towards Large Formal Reasoning Models with Reinforcement Learning,reasoning_improvement
Model Utility Law: Evaluating LLMs beyond Performance through Mechanism Interpretable Metric,reasoning_improvement
Thinking Out Loud: Do Reasoning Models Know When They're Right?,reasoning_improvement
VisuoThink: Empowering LVLM Reasoning with Multimodal Tree Search,reasoning_improvement
NoisyRollout: Reinforcing Visual Reasoning with Data Augmentation,reasoning_improvement
Relation-R1: Progressively Cognitive Chain-of-Thought Guided Reinforcement Learning for Unified Relation Comprehension,reasoning_improvement
Sparks of Tabular Reasoning via Text2SQL Reinforcement Learning,reasoning_improvement
Stop Summation: Min-Form Credit Assignment Is All Process Reward Model Needs for Reasoning,reasoning_improvement
LR-IAD:Mask-Free Industrial Anomaly Detection with Logical Reasoning,reasoning_improvement
SCI-Reason: A Dataset with Chain-of-Thought Rationales for Complex Multimodal Reasoning in Academic Areas,reasoning_improvement
d1: Scaling Reasoning in Diffusion Large Language Models via Reinforcement Learning,reasoning_improvement
Trans-Zero: Self-Play Incentivizes Large Language Models for Multilingual Translation Without Parallel Data,reasoning_improvement
CipherBank: Exploring the Boundary of LLM Reasoning Capabilities through Cryptography Challenges,reasoning_improvement
Do Larger Language Models Imply Better Reasoning? A Pretraining Scaling Law for Reasoning,reasoning_improvement
DeepSeek vs. o3-mini: How Well can Reasoning LLMs Evaluate MT and Summarization?,reasoning_improvement
ReTool: Reinforcement Learning for Strategic Tool Use in LLMs,reasoning_improvement
Does Reinforcement Learning Really Incentivize Reasoning Capacity in LLMs Beyond the Base Model?,reasoning_improvement
Learning to Attribute with Attention,reasoning_improvement
LogicTree: Structured Proof Exploration for Coherent and Rigorous Logical Reasoning with Large Language Models,reasoning_improvement
SPC: Evolving Self-Play Critic via Adversarial Games for LLM Reasoning,reasoning_improvement
AIMO-2 Winning Solution: Building State-of-the-Art Mathematical Reasoning Models with OpenMathReasoning dataset,reasoning_improvement
Neural Theorem Proving: Generating and Structuring Proofs for Formal Verification,reasoning_improvement
AI-Slop to AI-Polish? Aligning Language Models through Edit-Based Writing Rewards and Test-time Computation,reasoning_improvement
A Sober Look at Progress in Language Model Reasoning: Pitfalls and Paths to Reproducibility,reasoning_improvement
REWARD CONSISTENCY: Improving Multi-Objective Alignment from a Data-Centric Perspective,reasoning_improvement
Improving Generalization in Intent Detection: GRPO with Reward-Based Curriculum Sampling,reasoning_improvement
"Do ""New Snow Tablets"" Contain Snow? Large Language Models Over-Rely on Names to Identify Ingredients of Chinese Drugs",reasoning_improvement
Learning to Reason under Off-Policy Guidance,reasoning_improvement
Efficient Single-Pass Training for Multi-Turn Reasoning,reasoning_improvement
Text-to-Decision Agent: Offline Meta-Reinforcement Learning from Natural Language Supervision,reasoning_improvement
TreeHop: Generate and Filter Next Query Embeddings Efficiently for Multi-hop Question Answering,reasoning_improvement
DeepSeek-Prover-V2: Advancing Formal Mathematical Reasoning via Reinforcement Learning for Subgoal Decomposition,reasoning_improvement
Generative Evaluation of Complex Reasoning in Large Language Models,reasoning_improvement
Beyond Accuracy: The Role of Calibration in Self-Improving Large Language Models,reasoning_improvement
LongPerceptualThoughts: Distilling System-2 Reasoning for System-1 Perception,reasoning_improvement
Can Machine Learning Agents Deal with Hard Choices?,reasoning_improvement
Critical Thinking: Which Kinds of Complexity Govern Optimal Reasoning Length?,reasoning_improvement
OpenCodeReasoning: Advancing Data Distillation for Competitive Coding,reasoning_improvement
Right Question is Already Half the Answer: Fully Unsupervised LLM Reasoning Incentivization,reasoning_improvement
Leanabell-Prover: Posttraining Scaling in Formal Reasoning,reasoning_improvement
VAPO: Efficient and Reliable Reinforcement Learning for Advanced Reasoning Tasks,reasoning_improvement
Weight Ensembling Improves Reasoning in Language Models,reasoning_improvement
How Instruction and Reasoning Data shape Post-Training: Data Quality through the Lens of Layer-wise Gradients,reasoning_improvement
Improving RL Exploration for LLM Reasoning through Retrospective Replay,reasoning_improvement
LayoutCoT: Unleashing the Deep Reasoning Potential of Large Language Models for Layout Generation,reasoning_improvement
Improving In-Context Learning with Reasoning Distillation,reasoning_improvement
ReZero: Enhancing LLM search ability by trying one-more-time,reasoning_improvement
MMC: Iterative Refinement of VLM Reasoning via MCTS-based Multimodal Critique,reasoning_improvement
Thought Manipulation: External Thought Can Be Efficient for Large Reasoning Models,reasoning_improvement
DMind Benchmark: Toward a Holistic Assessment of LLM Capabilities across the Web3 Domain,reasoning_improvement
Reinforced MLLM: A Survey on RL-Based Reasoning in Multimodal Large Language Models,reasoning_improvement
What's Behind PPO's Collapse in Long-CoT? Value Optimization Holds the Secret,reasoning_improvement
"Pensez: Less Data, Better Reasoning -- Rethinking French LLM",reasoning_improvement
Reasoning with LLMs for Zero-Shot Vulnerability Detection,reasoning_improvement
Language Model Uncertainty Quantification with Attention Chain,reasoning_improvement
Exploring the Necessity of Reasoning in LLM-based Agent Scenarios,reasoning_improvement
Reasoning-Grounded Natural Language Explanations for Language Models,reasoning_improvement
Benchmarking Systematic Relational Reasoning with Large Language and Reasoning Models,reasoning_improvement
Can Atomic Step Decomposition Enhance the Self-structured Reasoning of Multimodal Large Models?,reasoning_improvement
Evaluating Mathematical Reasoning Across Large Language Models: A Fine-Grained Approach,reasoning_improvement
Effectiveness of Zero-shot-CoT in Japanese Prompts,reasoning_improvement
Learning richness modulates equality reasoning in neural networks,reasoning_improvement
A Survey on Mathematical Reasoning and Optimization with Large Language Models,reasoning_improvement
A Modular Dataset to Demonstrate LLM Abstraction Capability,reasoning_improvement
ConSol: Sequential Probability Ratio Testing to Find Consistent LLM Reasoning Paths Efficiently,reasoning_improvement
A Retrieval-Augmented Knowledge Mining Method with Deep Thinking LLMs for Biomedical Research and Clinical Support,reasoning_improvement
Beyond RAG: Task-Aware KV Cache Compression for Comprehensive Knowledge Reasoning,reasoning_improvement
Self-Evolved Preference Optimization for Enhancing Mathematical Reasoning in Small Language Models,reasoning_improvement
MM-Eureka: Exploring the Frontiers of Multimodal Reasoning with Rule-based Reinforcement Learning,reasoning_improvement
Chain of Functions: A Programmatic Pipeline for Fine-Grained Chart Reasoning Data,reasoning_improvement
What Makes a Reward Model a Good Teacher? An Optimization Perspective,reasoning_improvement
Dancing with Critiques: Enhancing LLM Reasoning with Stepwise Natural Language Self-Critique,reasoning_improvement
Cats Confuse Reasoning LLM: Query Agnostic Adversarial Triggers for Reasoning Models,reasoning_improvement
A Little Depth Goes a Long Way: The Expressive Power of Log-Depth Transformers,reasoning_improvement
SPIN-Bench: How Well Do LLMs Plan Strategically and Reason Socially?,reasoning_improvement
RAG-RL: Advancing Retrieval-Augmented Generation via RL and Curriculum Learning,reasoning_improvement
Challenging the Boundaries of Reasoning: An Olympiad-Level Math Benchmark for Large Language Models,reasoning_improvement
VisRL: Intention-Driven Visual Perception via Reinforced Reasoning,reasoning_improvement
LMM-R1: Empowering 3B LMMs with Strong Reasoning Abilities Through Two-Stage Rule-Based RL,reasoning_improvement
Self-Taught Self-Correction for Small Language Models,reasoning_improvement
WinoWhat: A Parallel Corpus of Paraphrased WinoGrande Sentences with Common Sense Categorization,reasoning_improvement
Crossing the Reward Bridge: Expanding RL with Verifiable Rewards Across Diverse Domains,reasoning_improvement
From Chaos to Order: The Atomic Reasoner Framework for Fine-grained Reasoning in Large Language Models,reasoning_improvement
Scientific Reasoning: Assessment of Multimodal Generative LLMs,reasoning_improvement
All Roads Lead to Likelihood: The Value of Reinforcement Learning in Fine-Tuning,reasoning_improvement
SegAgent: Exploring Pixel Understanding Capabilities in MLLMs by Imitating Human Annotator Trajectories,reasoning_improvement
Med-R1: Reinforcement Learning for Generalizable Medical Reasoning in Vision-Language Models,reasoning_improvement
Learning from Failures in Multi-Attempt Reinforcement Learning,reasoning_improvement
Symbolic Mixture-of-Experts: Adaptive Skill-based Routing for Heterogeneous Reasoning,reasoning_improvement
"Right Answer, Wrong Score: Uncovering the Inconsistencies of LLM Evaluation in Multiple-Choice Question Answering",reasoning_improvement
FastCuRL: Curriculum Reinforcement Learning with Stage-wise Context Scaling for Efficient Training R1-like Reasoning Models,reasoning_improvement
ReAgent: Reversible Multi-Agent Reasoning for Knowledge-Enhanced Multi-Hop QA,reasoning_improvement
Thinking Machines: A Survey of LLM based Reasoning Strategies,reasoning_improvement
Verbal Process Supervision Elicits Better Coding Agents,reasoning_improvement
Why Stop at One Error? Benchmarking LLMs as Data Science Code Debuggers for Multi-Hop and Multi-Bug Errors,reasoning_improvement
Audio-Reasoner: Improving Reasoning Capability in Large Audio Language Models,reasoning_improvement
ReSo: A Reward-driven Self-organizing LLM-based Multi-Agent System for Reasoning Tasks,reasoning_improvement
PromptCoT: Synthesizing Olympiad-level Problems for Mathematical Reasoning in Large Language Models,reasoning_improvement
DeepReview: Improving LLM-based Paper Review with Human-like Deep Thinking Process,reasoning_improvement
Finetuning Generative Trajectory Model with Reinforcement Learning from Human Feedback,reasoning_improvement
Can Reasoning Models Reason about Hardware? An Agentic HLS Perspective,reasoning_improvement
$\phi$-Decoding: Adaptive Foresight Sampling for Balanced Inference-Time Exploration and Exploitation,reasoning_improvement
Cosmos-Reason1: From Physical Common Sense To Embodied Reasoning,reasoning_improvement
I Predict Therefore I Am: Is Next Token Prediction Enough to Learn Human-Interpretable Concepts from Data?,reasoning_improvement
V-STaR: Benchmarking Video-LLMs on Video Spatio-Temporal Reasoning,reasoning_improvement
Temporal Consistency for LLM Reasoning Process Error Identification,reasoning_improvement
Agent models: Internalizing Chain-of-Action Generation into Reasoning models,reasoning_improvement
Unlocking General Long Chain-of-Thought Reasoning Capabilities of Large Language Models via Representation Engineering,reasoning_improvement
Inferring Events from Time Series using Language Models,reasoning_improvement
Reasoning Beyond Limits: Advances and Open Problems for LLMs,reasoning_improvement
MathFlow: Enhancing the Perceptual Flow of MLLMs for Visual Mathematical Problems,reasoning_improvement
SG-Tailor: Inter-Object Commonsense Relationship Reasoning for Scene Graph Manipulation,reasoning_improvement
HAIR: Hardness-Aware Inverse Reinforcement Learning with Introspective Reasoning for LLM Alignment,reasoning_improvement
Towards Widening The Distillation Bottleneck for Reasoning Models,reasoning_improvement
Towards Understanding Distilled Reasoning Models: A Representational Approach,reasoning_improvement
Dedicated Feedback and Edit Models Empower Inference-Time Scaling for Open-Ended General-Domain Tasks,reasoning_improvement
EXAONE Deep: Reasoning Enhanced Language Models,reasoning_improvement
Can LLMs Formally Reason as Abstract Interpreters for Program Analysis?,reasoning_improvement
Empowering Smaller Models: Tuning LLaMA and Gemma with Chain-of-Thought for Ukrainian Exam Tasks,reasoning_improvement
Process or Result? Manipulated Ending Tokens Can Mislead Reasoning LLMs to Ignore the Correct Reasoning Steps,reasoning_improvement
Proof or Bluff? Evaluating LLMs on 2025 USA Math Olympiad,reasoning_improvement
Video-R1: Reinforcing Video Reasoning in MLLMs,reasoning_improvement
Analyzable Chain-of-Musical-Thought Prompting for High-Fidelity Music Generation,reasoning_improvement
Iterative Hypothesis Generation for Scientific Discovery with Monte Carlo Nash Equilibrium Self-Refining Trees,reasoning_improvement
Seg-Zero: Reasoning-Chain Guided Segmentation via Cognitive Reinforcement,reasoning_improvement
SAGE: Steering and Refining Dialog Generation with State-Action Augmentation,reasoning_improvement
Language Models can Self-Improve at State-Value Estimation for Better Search,reasoning_improvement
GTR: Guided Thought Reinforcement Prevents Thought Collapse in RL-based VLM Agent Training,reasoning_improvement
ST-Think: How Multimodal Large Language Models Reason About 4D Worlds from Ego-Centric Videos,reasoning_improvement
DeepPerception: Advancing R1-like Cognitive Visual Perception in MLLMs for Knowledge-Intensive Visual Grounding,reasoning_improvement
Towards Reasoning Era: A Survey of Long Chain-of-Thought for Reasoning Large Language Models,reasoning_improvement
Plan-and-Act: Improving Planning of Agents for Long-Horizon Tasks,reasoning_improvement
"Interacting with AI Reasoning Models: Harnessing ""Thoughts"" for AI-Driven Software Engineering",reasoning_improvement
Underlying Semantic Diffusion for Effective and Efficient In-Context Learning,reasoning_improvement
ProtTeX: Structure-In-Context Reasoning and Editing of Proteins with Large Language Models,reasoning_improvement
VideoMind: A Chain-of-LoRA Agent for Long Video Reasoning,reasoning_improvement
MetaScale: Test-Time Scaling with Evolving Meta-Thoughts,reasoning_improvement
HoT: Highlighted Chain of Thought for Referencing Supporting Facts from Inputs,reasoning_improvement
Superficial Self-Improved Reasoners Benefit from Model Merging,reasoning_improvement
Insight-RAG: Enhancing LLMs with Insight-Driven Augmentation,reasoning_improvement
SCoRE: Benchmarking Long-Chain Reasoning in Commonsense Scenarios,reasoning_improvement
Superalignment with Dynamic Human Values,reasoning_improvement
Reinforcement Learning for Reasoning in Small LLMs: What Works and What Doesn't,reasoning_improvement
OThink-MR1: Stimulating multimodal generalized reasoning capabilities via dynamic reinforcement learning,reasoning_improvement
Fin-R1: A Large Language Model for Financial Reasoning through Reinforcement Learning,reasoning_improvement
Think or Not Think: A Study of Explicit Thinking in Rule-Based Visual Reinforcement Fine-Tuning,reasoning_improvement
Combinatorial Optimization for All: Using LLMs to Aid Non-Experts in Improving Optimization Algorithms,reasoning_improvement
Can Large Reasoning Models do Analogical Reasoning under Perceptual Uncertainty?,reasoning_improvement
TxAgent: An AI Agent for Therapeutic Reasoning Across a Universe of Tools,reasoning_improvement
RePanda: Pandas-powered Tabular Verification and Reasoning,reasoning_improvement
MetaSpatial: Reinforcing 3D Spatial Reasoning in VLMs for the Metaverse,reasoning_improvement
RALLRec+: Retrieval Augmented Large Language Model Recommendation with Reasoning,reasoning_improvement
U-NIAH: Unified RAG and LLM Evaluation for Long Context Needle-In-A-Haystack,reasoning_improvement
Rewarding Curse: Analyze and Mitigate Reward Modeling Issues for LLM Reasoning,reasoning_improvement
3DAxisPrompt: Promoting the 3D Grounding and Reasoning in GPT-4o,reasoning_improvement
Think Before Recommend: Unleashing the Latent Reasoning Power for Sequential Recommendation,reasoning_improvement
Implicit Reasoning in Transformers is Reasoning through Shortcuts,reasoning_improvement
Code-Driven Inductive Synthesis: Enhancing Reasoning Abilities of Large Language Models with Sequences,reasoning_improvement
CrossWordBench: Evaluating the Reasoning Capabilities of LLMs and LVLMs with Controllable Puzzle Generation,reasoning_improvement
Effectively Controlling Reasoning Models through Thinking Intervention,reasoning_improvement
JudgeLRM: Large Reasoning Models as a Judge,reasoning_improvement
Boosting the Generalization and Reasoning of Vision Language Models with Curriculum Reinforcement Learning,reasoning_improvement
Quantifying the Reasoning Abilities of LLMs on Real-world Clinical Cases,reasoning_improvement
LightPlanner: Unleashing the Reasoning Capabilities of Lightweight Large Language Models in Task Planning,reasoning_improvement
ThinkPatterns-21k: A Systematic Study on the Impact of Thinking Patterns in LLMs,reasoning_improvement
Reason-RFT: Reinforcement Fine-Tuning for Visual Reasoning,reasoning_improvement
Think Like Human Developers: Harnessing Community Knowledge for Structured Code Reasoning,reasoning_improvement
Bayesian Teaching Enables Probabilistic Reasoning in Large Language Models,reasoning_improvement
Reinforcement Learning is all You Need,reasoning_improvement
SciVerse: Unveiling the Knowledge Comprehension and Visual Reasoning of LMMs on Multi-modal Scientific Problems,reasoning_improvement
Don't lie to your friends: Learning what you know from collaborative self-play,reasoning_improvement
The Society of HiveMind: Multi-Agent Optimization of Foundation Model Swarms to Unlock the Potential of Collective Intelligence,reasoning_improvement
VisualPRM: An Effective Process Reward Model for Multimodal Reasoning,reasoning_improvement
"Good Actions Succeed, Bad Actions Generalize: A Case Study on Why RL Generalizes Better",reasoning_improvement
Long Is More Important Than Difficult for Training Reasoning Models,reasoning_improvement
Mind with Eyes: from Language Reasoning to Multimodal Reasoning,reasoning_improvement
OmniScience: A Domain-Specialized LLM for Scientific Reasoning and Discovery,reasoning_improvement
Think Twice: Enhancing LLM Reasoning by Scaling Multi-round Test-time Thinking,reasoning_improvement
Search-R1: Training LLMs to Reason and Leverage Search Engines with Reinforcement Learning,reasoning_improvement
Enhancing LLM Reasoning with Iterative DPO: A Comprehensive Empirical Investigation,reasoning_improvement
Reasoning Effort and Problem Complexity: A Scaling Analysis in LLMs,reasoning_improvement
ExCoT: Optimizing Reasoning for Text-to-SQL with Execution Feedback,reasoning_improvement
Medical Reasoning in LLMs: An In-Depth Analysis of DeepSeek R1,reasoning_improvement
Browsing Lost Unformed Recollections: A Benchmark for Tip-of-the-Tongue Search and Reasoning,reasoning_improvement
Innate Reasoning is Not Enough: In-Context Learning Enhances Reasoning Large Language Models with Less Overthinking,reasoning_improvement
1.4 Million Open-Source Distilled Reasoning Dataset to Empower Large Language Model Training,reasoning_improvement
Scaling Evaluation-time Compute with Reasoning Models as Process Evaluators,reasoning_improvement
DAST: Difficulty-Adaptive Slow-Thinking for Large Reasoning Models,reasoning_improvement
RLDBF: Enhancing LLMs Via Reinforcement Learning With DataBase FeedBack,reasoning_improvement
Enhancing LLM Reliability via Explicit Knowledge Boundary Modeling,reasoning_improvement
An Efficient and Precise Training Data Construction Framework for Process-supervised Reward Model in Mathematical Reasoning,reasoning_improvement
OR-LLM-Agent: Automating Modeling and Solving of Operations Research Optimization Problem with Reasoning Large Language Model,reasoning_improvement
Policy Frameworks for Transparent Chain-of-Thought Reasoning in Large Language Models,reasoning_improvement
MARS: A Multi-Agent Framework Incorporating Socratic Guidance for Automated Prompt Optimization,reasoning_improvement
Optimizing Language Models for Inference Time Objectives using Reinforcement Learning,reasoning_improvement
MastermindEval: A Simple But Scalable Reasoning Benchmark,reasoning_improvement
ReMA: Learning to Meta-think for LLMs with Multi-Agent Reinforcement Learning,reasoning_improvement
ReaRAG: Knowledge-guided Reasoning Enhances Factuality of Large Reasoning Models with Iterative Retrieval Augmented Generation,reasoning_improvement
PHYSICS: Benchmarking Foundation Models on University-Level Physics Problem Solving,reasoning_improvement
LINGOLY-TOO: Disentangling Reasoning from Knowledge with Templatised Orthographic Obfuscation,reasoning_improvement
R1-VL: Learning to Reason with Multimodal Large Language Models via Step-wise Group Relative Policy Optimization,reasoning_improvement
Uncertainty-Guided Chain-of-Thought for Code Generation with LLMs,reasoning_improvement
AlphaSpace: Enabling Robotic Actions through Semantic Tokenization and Symbolic Reasoning,reasoning_improvement
Reasoning to Learn from Latent Thoughts,reasoning_improvement
R-PRM: Reasoning-Driven Process Reward Modeling,reasoning_improvement
Learning to Reason for Long-Form Story Generation,reasoning_improvement
The Reasoning-Memorization Interplay in Language Models Is Mediated by a Single Direction,reasoning_improvement
L0-Reasoning Bench: Evaluating Procedural Correctness in Language Models via Simple Program Execution,reasoning_improvement
CrowdVLM-R1: Expanding R1 Ability to Vision Language Model for Crowd Counting using Fuzzy Group Relative Policy Reward,reasoning_improvement
Reasoning-SQL: Reinforcement Learning with SQL Tailored Partial Rewards for Reasoning-Enhanced Text-to-SQL,reasoning_improvement
Evolutionary Prompt Optimization Discovers Emergent Multimodal Reasoning Strategies in Vision-Language Models,reasoning_improvement
CPPO: Accelerating the Training of Group Relative Policy Optimization-Based Reasoning Models,reasoning_improvement
"Thinking Longer, Not Larger: Enhancing Software Engineering Agents via Scaling Test-Time Compute",reasoning_improvement
RARE: Retrieval-Augmented Reasoning Modeling,reasoning_improvement
Discovering Knowledge Deficiencies of Language Models on Massive Knowledge Base,reasoning_improvement
Wider or Deeper? Scaling LLM Inference-Time Compute with Adaptive Branching Tree Search,reasoning_improvement
Rank-R1: Enhancing Reasoning in LLM-based Document Rerankers via Reinforcement Learning,reasoning_improvement
Praxis-VLM: Vision-Grounded Decision Making via Text-Driven Reinforcement Learning,reasoning_improvement
Training Domain Draft Models for Speculative Decoding: Best Practices and Insights,reasoning_improvement
Pseudo-Relevance Feedback Can Improve Zero-Shot LLM-Based Dense Retrieval,reasoning_improvement
MetaLadder: Ascending Mathematical Solution Quality via Analogical-Problem Reasoning Transfer,reasoning_improvement
Does Chain-of-Thought Reasoning Help Mobile GUI Agent? An Empirical Study,reasoning_improvement
I Have Covered All the Bases Here: Interpreting Reasoning Features in Large Language Models via Sparse Autoencoders,reasoning_improvement
MedAgent-Pro: Towards Evidence-based Multi-modal Medical Diagnosis via Reasoning Agentic Workflow,reasoning_improvement
Classical Planning with LLM-Generated Heuristics: Challenging the State of the Art with Python Code,reasoning_improvement
Boosting MLLM Reasoning with Text-Debiased Hint-GRPO,reasoning_improvement
Entropy-guided sequence weighting for efficient exploration in RL-based LLM fine-tuning,reasoning_improvement
Can DeepSeek Reason Like a Surgeon? An Empirical Evaluation for Vision-Language Understanding in Robotic-Assisted Surgery,reasoning_improvement
When 'YES' Meets 'BUT': Can Large Models Comprehend Contradictory Humor Through Comparative Reasoning?,reasoning_improvement
Aurelia: Test-time Reasoning Distillation in Audio-Visual LLMs,reasoning_improvement
Satori: Reinforcement Learning with Chain-of-Action-Thought Enhances LLM Reasoning via Autoregressive Search,reasoning_improvement
Speculative Prefill: Turbocharging TTFT with Lightweight and Training-Free Token Importance Estimation,reasoning_improvement
Enhancing Auto-regressive Chain-of-Thought through Loop-Aligned Reasoning,reasoning_improvement
